id,gender,age,topic,sign,date,text
3389918,female,37,indUnk,Aquarius,"21,May,2004","       My dad died tonight. 7:03 pm. He wasn't my birth dad, but he adopted me when he married my mom, I was 1 1/2. They divorced when I was about 14 or so, but he was always a part of my life. He had cancer. I hadn't seen him in a year. We weren't getting along... every time I went there, he found a way to insult me, I always left there feeling bad... so I stopped going. My step mom had called, today, said he was real bad. My sister and I were going up tomorrow to see him...  I wanted to put things right between us...  I wanted to tell him that I still loved him... My friends say that of course he knew that... but I don't know that... I didn't get to look into his eyes and tell him that...  Please, if anyone ever reads this, no matter what time of day or night it is, if your parents are still living, call them NOW and tell them you love them... before its too late.         "
3389918,female,37,indUnk,Aquarius,"20,May,2004","       Have you ever read 'The picture of Dorian Gray' by Oscar Wilde? It is an interesting book... here is an interesting bit I just came across, reading today... (I'm rereading the book, haven't read it in years)  ~~'Only when one is young,' she answered. 'When an old woman like myself blushes, it is a very bad sign. Ah! Lord Henry, I wish you would tell me how to become young again.' He thought for a moment. 'Can you remember any great error that you committed in your early days, Duchess?' he asked, looking at her across the table. 'A great many, I fear,' she cried. 'Then commit them over again,' he said gravely. 'To get back one's youth, one has merely to repeat one's follies.' 'A delightful theory!' she exclaimed. 'I must put it into practice.' 'A dangerous theory!' came from Sir Thomas's tight lips. Lady Agatha shook her head, but could not help being amused. Mr. Erskine listened. 'Yes,' he continued, 'that is one of the great secrets of life. Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.' A laugh ran round the table.~~  The only thing one regrets is one's mistakes... Interesting theory. I'm not sure that I agree with that... Maybe, to some degree... But the OTHER theory... To get back one's youth one had merely to repeat one's follies... That is very true... So many people tell me that I look and act so much younger than I am, but the acting young is what promotes the looking young... Other people my age think that now that they are a 'certain age' they have to act a 'certain way'... That is what makes people old... old is an attitude, not an age... I can think of lots of 'follies' from my youth I would love to repeat... and do so on every available occasion....lol         "
3389918,female,37,indUnk,Aquarius,"20,May,2004","       Lacuna Coil. I suppose I am the last person to hear this group, but I just did so recently. They blew me away. My tastes in music vary widely. Classic rock, alternative rock, techno, country, jazz, R&B, hip-hop, new age, classical... just about anything but polka...(appologies to the polka fans out there.) This is my current 'obsession'. Living out in the boonies in southwestern Kansas has its advantages, but available radio stataions and nearby music stores are not among them. So, I listen to Lacuna Coil online, until I can get somewhere that actually sells their music.  Check out their website at:   urlLink http://www.lacunacoil.it/etc/html/eng/index.htm           "
3389918,female,37,indUnk,Aquarius,"20,May,2004","       Consistency is the last refuge of the unimaginative. 'Oscar Wilde'           "
3389918,female,37,indUnk,Aquarius,"19,May,2004","       'Scars heal glory fades and all we're left with are the memories made pain hurts  but only for a minute life is short  so go on and live it.' Chris Cagle         "
3389918,female,37,indUnk,Aquarius,"19,May,2004","       ' Life isn't a journey to the grave with the intentions of arriving safely in a pretty & well preserved body, but rather to skid in broadside, thoroughly used up, totally worn out, & loudly proclaiming DAMN what a Ride!'           "
3389918,female,37,indUnk,Aquarius,"19,May,2004","       One of the best Gothic poetry sites on the web, in my opinion, is this one:  urlLink http://www.ravensrants.com/index.html   Raven's poetry is brilliant, breaking the gothic poetry stereotype...everyone thinks gothic poetry = poems about death.  Crystal Night  I walked out one crystal night and the air was cold and black every star held bright and true against it's midnight back The moon hung low above the trees as silent as a ghost and I sat there in the fields as frigid as a post This night was so gorgeous just like a movie scene and even the trees kept still to keep my view pristine My mind began to wonder through thoughts about this place It wished to share with someone nature's purest face But around me there was not a soul not a heart to make a sound and I knew I was all alone when I began to look around Then my heart felt empty like the space between the stars I knew the night alone couldn't heal all my scars So with that I began to walking back into the night i knew that I would need someone to help me win this fight So now I must leave this scene until some other time Because until I can share it it's just a song without a rhyme ~RAVEN~ If poetry interests you at all, you must check this site out... even if you are not goth, open your mind and experience something new...          "
3389918,female,37,indUnk,Aquarius,"19,May,2004","       First, you should read my profile. Having done that, we can proceed... This is mainly a place to collect all my favorite quotes, poetry, some of mine included, and websites I like... I am a large mix of many personalities and talents... this could be an interesting trip...         "
3389918,female,37,indUnk,Aquarius,"30,June,2004","       Ok. Maybe that last entry was typed with rose colored glasses on... he is a very great guy, but I never get to see him that much. haven't seen him in two weeks, or talked to him in over 1 week... I really think we could be perfect, except I need somone I can do things with... My sister (the 'golden child') has a great man. She always has great guys...and always gets her way, and has a perfect house...blah, blah, blah.... not to mention she is 6'1', about 130 wringing wet, is very pretty and very classically feminine... she has it all, always has....ANYWAY... She and her boyfriend are constantly together, doing things with his kids, and working on his farm together... he is very respected, he is the undersheriff of our county. I seem to have a sign on my forehead that says 'Losers Welcome', because that is the only group of men who ever ask me out... *sigh* Not that Steven is a loser, by all means, but he is so busy in his life, and set in his ways, he doesn't think about taking me with him to go do things, and I live 45 miles away, and most of the time he would have to pick me up because my ex-husband has my car...(long story) Anyway... life just kinda sucks, but seems I'd better get used to it, eh?         "
3389918,female,37,indUnk,Aquarius,"13,June,2004","       It never ceases to amaze me how wonderful it is to go to Steven's farm ... out in the middle of nowhere, with a half mile long driveway... it is quiet, secluded... beautiful... not to mention that Steve is the most wonderful man on the planet... I am so glad we decided to stick it out and stay together, looks like we are going to be together for a long while... He told me, 'I have finally decided to admit it...after three years, I admit that I love you, and I want more of you in my life.' then he asked me what I thought about that... I said 'It's about damn time...'  LOL... Patience Perserveres... the good girl wins out in the end...lol Life couldn't get much better than this...lol         "
3389918,female,37,indUnk,Aquarius,"11,June,2004","       I have the night off... And I'm spending the day and probably the night at Steven's... I am so psyched... I hope that my patience has paid off.. He has come to a point in his life where he wants to settle down with one woman he can trust... And, he says, the only one he can trust is me... That he has always known that I was the one... Said I scared him a bit, because I understood him way more than any other woman ever has... He isn't the sort to get close to anyone, really.. But we are close, and that has bothered him in the past, but he has accepted it now... He knows I love him no matter what... We will see how it goes... I have thought this was happening in the past, only to go months without hearing from him... But maybe this is the time... I'm holding back judgment, though, I have been hurt too much before... We shall see... There are a couple of guys who have been sort of trying to get me to see them, but they are both attached... Both of them not traditionally married, but have live-in girlfriends... And I just won't go there... I talked to both of them last night, and they both made slightly jealous little comments...LOL... I am just not that sort of girl... Plus, Steven has always been the 'high standard' in my heart... No one lives up to him....         "
3389918,female,37,indUnk,Aquarius,"09,June,2004","         Old school punk!  You just say what you have to say regardless of what everyone else thinks! You're one of my most favourite types of music...  You're raw and uncut!  You're surrounded by hype...just don't let it make you go insane...    urlLink   What genre of rock are you?     brought to you by  urlLink Quizilla           "
3389918,female,37,indUnk,Aquarius,"08,June,2004","       I have had an on-again off-again relationship with Steven for the last three years. He goes months without calling me, but every time he calls, I go back to him... It's hard to explain, but he is exactly what I want... And if living this way is the cost of being able to be with him occasionally, I suppose its worth it... He is EXTREMELY intelligent, 6'4', 240,piercing blue eyes, very intense, disciplined, confident...But he is also very kind, and caring... He makes me feel completely safe when I am with him... And even in the months in-between, I know that if anything happens to me, I can call on him and he will be there... If anyone ever hurt me, I know he would 'take care of it'... He is a little scary, maybe, knowing what I know about the world he lives in, and some of the people he knows... But he is so strong, I have always felt like he was my 'protector'...  Anyway, he has contacted me again... It is so wonderful seeing his messages, knowing he is still thinking about me, even if his life gets too complicated to call or email me at times... Maybe I will go to be with him soon, that would be wonderful...Someday, I hope to be with him all the time... But until then, I will take what I can get...         "
3389918,female,37,indUnk,Aquarius,"08,June,2004","               Arwen   If I were a character in   The Lord of the Rings  , I would be Arwen, Elf, the daughter of Elrond.  In the movie, I am played by  Liv Tyler .  Who would  you  be?   Zovakware Lord of the Rings Test      with  Perseus Web Survey Software         I would have rather been Eowyn... I think I have more in common with her... we both would rather ride into battle with the men than stay behind...we both end up  falling in love with a man already taken... she and I have lots more in common I think than Arwen and I... (Although having a man like Aragorn in love with me is worth this test saying I am Arwen...lol) I do have a man I am in love with... he is sort of like Aragorn, although he has a dark side that Aragorn doesn't have... maybe he's more like Boromir...who, by the way, is the one in that movie that really drove me crazy...lol         "
3389918,female,37,indUnk,Aquarius,"02,June,2004","       Last night, my night off, I ended up working from midnight to 4:30 am because my best friend at work pulled a no-show, no-call... he showed up at 4, seems he and his girlfriend were fighting all day and he took off too mad to think about coming to work... hmmm... he'd better grow out of that, maybe take some anger management classes, and maybe get rid of the girlfriend if she's gonna be that much trouble...just because two people have a child together doesn't mean they were meant to be together forever... Anyway, I didn't have any sleep before I went in, and I was dead by the time I got home... got woke up by severe thunderstorms this  morning... hail as big as shooter marbles...now its just wet and gloomy... Will be going to sleep later, have to go in to work at midnight, (my own shift this time!) This gloomy day will make for good sleeping... Found some interesting movie trailers last night... look like pretty good movies... One of them is from M. Night Shyamalan, who has done some really great movies like 'The Others', 'Signs', and 'Sixth Sense'... its called 'The Village'... can't wait to see that one... urlLink http://www.ifilm.com/ifilmdetail/2483648   the other is 'Ju On: the Grudge', a Japanese horror film... it looks awesome too...  urlLink http://www.ifilm.com/ifilmdetail/2639981  Can you tell I like horror movies?  lol... that  urlLink http://www.ifilm.com/ is a great website... another one I really like is:  urlLink http://www.bloody-disgusting.com/  I can't wait for my daughter to get here to watch her brother... its extremely dark in my bedroom, and its nice and cool,(maybe I lived in a cave in a former life????) and the thunder is still rumbling, and the rain falling lightly... what a great afternoon to sleep....         "
3389918,female,37,indUnk,Aquarius,"26,July,2004","       This place is wearing on me like it did growing up here.  Everyone in this town works their ass off trying to be just like every one else.  Someone needs to tell them that the world does not end at the county line. We are citizens of the world, not just of Hick County.  Around here, music means classic rock or country. Period. (Nothing wrong with either... I listen to those too...) I listen to Gothic, punk,&nbsp;alternative, jazz, R&amp;B, soul, classical, techno, industrial, you name it... Anything but polka...LOL I have friends around the world, (online) and from all religions and races. If most of the people here knew I had friends that were Pagan, or wiccan, or heaven forbid Agnostic, I would probably be burned at the stake.  I get so tired of know-it-all people who never think outside the box... I love art, and poetry, and good literature... I crave intelligent conversation, on literature, philosophy, religion... I want to be able to buy really good clothes without driving 250 miles... (I HATE Wal-Mart!) I long for coffee shops, with real cappuchino, not the powdered kind that sputters out of a machine like bad hot cocoa... A book store with a good selection, a music store that actually has the music I want (Cooper Temple Clause is an unheard of group in this God-forsaken place!!) I want to get my nose pierced without losing my job. (Yes, I was told I can't work where I work with my nose pierced!)  My house is probably the only one for miles that is decorated in modern furniture and artwork... (95% of all homes here are done in 'cutsey' country... )  All women are expected to be sweet little things, quiet, 'respectful'... that isn't me either! I am tough, intelligent, and that scares most rednecks...  What am I still doing here??  I wanted my son to go to a small school. Not one with rampant drugs, and teen pregnancies, and security guards...  I suppose this is a small price to pay for my son, but I will be 49 years old when he is 18... Will I be too old to start my *real* life then????              "
3389918,female,37,indUnk,Aquarius,"18,July,2004","       Why can't I just learn to say no!? Last night at work, a guy came in I hadn't seen in a while. We... Well, for lack of a better term, were 'fuck buddies' when I was in high school. He was with another woman, but while she was busy at the counter, he came back and talked to me...Flirting, hinting at things that we had done 'back then', and asked for my phone number and email... And I gave it to him!  I know for a fact that he is not interested in what I am looking for... I want a real relationship, I want someone that respects me, cares about me. He just wants someone to 'play' with... I KNOW THAT, so WHY did I not just say no??!?  When I married my husband, I loved him. But I also had, in the back of my mind, the thought that no one else would ever ask me to marry him, so I'd better say yes. That recording seems to be still playing in my head, as if I should feel grateful to any man who shows the least bit of attention to me. I know that is what I am doing, yet when the man is standing there I don't think about it... I don't say no... I simply grab onto the attention like a woman overboard grabbing a flotation device.&nbsp; I get so mad at myself sometimes... I seem to be scared to say no...  &nbsp; I have been doing the same thing with another man, Stuart. All he is looking for is a good time... But I tell him, oh yeah, I'll call.... Instead of just telling him that we want different things, and a 'roll in the hay' is not what I want...  Someday, somehow, this has got to change... But IM not sure how to get there...            "
3389918,female,37,indUnk,Aquarius,"07,July,2004","       I have a habit of constantly heading down dead-end roads, that I KNOW are dead ends. Not real roads, but life's roads... I usually ONLY am attracted to older men. I have never really been attracted to younger men. BUT... I have a friend that is 10 years younger than me that I am VERY attracted to. Not a bad thing in and of itself, BUT he has a girlfriend. A pretty permanent one.  Why do I always fall for the ones I can't have? Girlfriends, wives... Every man I find myself being attracted to is already attached... Isn't there some psychological reasoning behind that??  Maybe it's just that what they say is true... All the good ones are taken... I don't know, but it drives me crazy... And HE drives me crazy... And it doesn't help that he is an incessant flirt, that just makes me feel worse... **NOTE TO GUYS: If you are otherwise attached, please don't be a tease! If you are not happy in your relationship, get out of it, THEN you can flirt... It's not fair otherwise...         "
4304458,female,25,indUnk,Sagittarius,"23,August,2004","             Even though I am exhausted after today, I must get in my rant to get a good night's sleep. My sister freakin disgusts me. I'm completely serious. Those who've kept up to date with my family drama knows what she's like, but it's like she gets more disrespectful towards my parents, me, whomever, every day. And the fact that my folks continually put up with her sh** astounds me. KICK HER OUT OF THE GOD DAMN HOUSE!! I'm sorry, she no longer has gas money to get to/from work until her next payday because she's giving it to her deadbeat, no job, I-scam-my-own-kid-because-I'm-too-lazy-to-work boyfriend. Make her walk to work Dad, take the bus, whatever. MAKE HER GROW UP!! Stop bailing her out, literally, figuratively, you name it. Just stop. Stop cosigning her bankruptcy papers, stop interrupting your day to bring her lunch, stop letting her order beer with dinner after two DUI's, stop allowing her jackass boyfriend over without backing your threats to call the cops on him. STOP ENABLING HER! I'm beyond angry at her now-- there's no point anymore. She is and will probably always be a me-me-me person, and the way she treats my parents, she can frankly go to hell at this point. But the fact that my parents keep taking it over and over, saying that they're finally going to draw the line and enforce rules but then get lazy about following up with it, I'm about ready to distance myself from all of them. If your own lives, household, health, or sanity isn't worth fighting for, nothing I can try to say anymore is going to change your minds. You pretend to listen, but apparently I'm the only one who feels your existence is worth it. Kick her out, for the love of god, and let her finally live with the consequences of her dumbass decisions. She's freakin 24; she'll learn to deal.  My God! Are there any non-dysfunctional families out there anymore, seriously???  Okay, I'm done now. Really can't wait for the holidays now....            "
4304458,female,25,indUnk,Sagittarius,"22,August,2004","              Today Travis and I went out to run a few errands and have a nibble afterwards. In an attempt to do so, however, we discovered the true meaning of hell on earth as we know it. This hell is otherwise known as U Village. You may be familiar with it, what with its trendy, overpriced department stores and coffee shops, orange-fleshed patrons pushing the pedals of their graduation-gift Lexuses with their pristine Ugg boots. Hell. We honestly could not understand what about this place made seemingly normal people such twits. Parents suddenly flinging their toddlers into the street because they, after all,  do  have the right of way. Stay at home moms in trendy Touregs blocking entire lanes in the parking lot so that they could selfishly have that next available spot, no matter how long the line behind her was. HELL!    It all connects to a bigger picture to me, the things that rank high on my pet peeve list. It's why I hate leaving home on weekends. The chaos, the carelessness, the selfish people who think it's all about them in this world. It's making me already dread the approaching holiday season, for the love of God! I hope people don't mind more internet shopping this year; I fear that with my lowering tolerance and increasing road rage that my braking foot might fail at a very inopportune time for you, dear affluent family with your triple-seated stroller walking down the very center of the road without any regard of my approaching bumper right on your Tevas. Come now, would it really be such a shame to have one less of you out there? I thought not.           "
4304458,female,25,indUnk,Sagittarius,"21,August,2004","             Because I fear The Wraith and Hoggle equally as much, it will probably be a while before a young fellow called Kristensen will hear about my joining the blogging world. For those who do learn of my existence here, expect nothing earth-shattering or mind-blowing. You should know by now that I am a quiet one, not as politically savvy as the men-folk in my life, opinionated still but just choose to keep it to myself more often than not. So here goes, some inner thoughts.  I just read some of Foutsy's previous postings, and I have to say it, he's an outright liar.  When referring to the 4th's fireworks display, he states that he's 'just not as impressed with big flashy things.'  And yet not a single other person could outjump him or squeal louder than his shrill soprano voice could at Tim's bachelor party.  All of the other men had fallen silent at the sight of the groom-to-be's scrotal bling, but not the Fouts.  It was blinding and it was magnificent.  I like boobs. Most of you do too, admit it. They're one of the only true bonuses of gaining a few extra pounds, and I love it. They're squishy, they bounce just so, they help fill out an outfit just a bit more, they draw (sometimes flattering, other times creepy) stares, they're fun.  Picture two octopi rubberbanded together, and poke.   Neato.  Last night the kids and I went to a local eating establishment and met Tim's new coworker, Gina.  Sweet girl, funny, outgoing, cute for a borderline midget.  I, however, hope that we can use young Gina to get to her acquaintance with a most unfortunate name.  Run and hide,  Tora   Teenus , for you shall have no peace once you are found.          "
3429420,male,15,Student,Aquarius,"30,May,2004","       'PAinkiller'  The past is like a gaping hole No matter how hard you try to run from it You just find that you are running in circles You think of the cause and effect Every action you have made The scar, which the past had inflicted, cannot be healed Like a wounded bird trapped in a cage You realize that the same mistakes being made Your conscience hunted you  You start to doubt yourself Asking yourself the same questions over and over again You felt weak No longer the will to walk on Prayers to god was a momentarily salvation But never was it a cure Painkillers ease but not your pain As you see your love ones One by one Vanishing into the darkness  When you tried to grasp and treasure them  They were all gone Your eyes were hollow, empty without life When you tried to love another  Mistakes were repeated Sorrows and misery embedded Deepened and worsened          "
3429420,male,15,Student,Aquarius,"28,May,2004","       It is the birth of one  And the evolution of another Slave to its master Yet a master to change  Bending rules Forgoing the ancient laws   Words carved beautiful statues Bringing them to life  Beating heart beats and explosion of emotions Sorrows, love, pain and joy  All intertwined  Birth of life and the dawn of death All raised from its graves Only one who weaves its thread  Wield its might Like a tamed lion Becoming a friend to its lord          "
3429420,male,15,Student,Aquarius,"27,May,2004","       A cup filled with the rainbow of colours Each signify a different meaning Some surfaced to simplicity others hid deep meanings Colours varied in different forms When blue might appear blue Often it does not  I was a boy  A simple boy My appearance, my shell My face, my mask My heart is so disguise  I fear so much to reveal my true self Will others shy from me? Will the people who care for me leave? Will I be alone? So many questions,so many answers I need to know  Fatigue washed over me like a tidal wave Maintaining the cloak sapped my strength The weight of the world weigh down upon me Nothing seems to aid Still I have to carry on Battling against an unseen enemy                      "
3429420,male,15,Student,Aquarius,"25,May,2004","       Time past like a dragging cart I studied the sea of sweaty faces Some delighted in mirth Others solemn and distant While I struggled with my apparent task The weight of the rifle seems to drag me down Blood flowed from cuts Pain and fatigue weakened my determined mind I lick the dry skin of my lips My feet turn from flesh to lead My mind and eyes wandered  As sun faded out of view The day ended The weight of responsibilities and rules lifted from my shoulders A young primary student walk past me Reminding me how fortunate they were  But still they have to face the inevitable weight of responsibilities  And the winding paths of failures          "
3429420,male,15,Student,Aquarius,"24,May,2004","       “We must not fail our duty, let us ride on!” Lysandros barked a command as he spurred his steed onwards. He muttered a silent blessing to Khaine as the fog begun to shroud the land. He and the few other scouts have lost their way among the fog, if he does not bring this message to Aldamir, the rest of the army would be in peril. Adamantios pointed ahead as a tide of darkness swarmed over the path ahead. Lysandros nodded as they rode into the trees, which provide ample cover for them. There was an order to keep silent and any communication was to be passed by hand signals. The chitterling horde marched forward, ranks and ranks of units were tightly packed together.   “I hate this damn whether!” Quikchitter bared his teeth. Quikwarp who stood proudly.   beside him nearly squirted the musk of fear as he tried to push it back.   He was honored to be invited by the Grey seer to ride upon the Cauldron of thousand poxes. As the cauldron went it releases terrifying screams and laughter, which would even send chill down the spin of a dragon. Quikchitter pondered about where will be their next destination, the arrogant Quikwarp was almost too proud he should have let him walked with the rest of the army. “ Quikwarp I have an important task for you.”   “What is your wish? Most potent of potentates,” He replied boldly as he swings his tail around excitedly.   “I need you to go down and check to see if the ratling guns are working well, recently there seems to be some minor malfunction,” Quikchitter spoke rapidly spurting saliva into the cauldron of thousand poxes. Only to be responded by hideous hissing sound.  His ears lowered and lost his enthusiasm as he heard the bad news. He muttered silent cures to the Grey seer and half hopingly that he hadn’t heard it. He made his way down the filthy corpses as he pinched his nose, he wondered how could the Grey seer have stand to all these perhaps he have a spell which could remove this repugnant smell. It was all too possible; the selfish Grey seer would not impart his arcane arts to anyone. As he walked towards his own company of clan Skyre rats, he thought he had smelled something. Among the smell of furs and rats, he smelled something unusual as he tried sniffing harder. “Elves!”  He curse the day that he had been born, the foul rats have spotted them. If they were to ride out from here they would be swarmed by hundreds of rats. There would be no chances of survival. If they were to abandon their horses here they would not make it in time to deliver the message. But sacrifices were needed to be made. He signaled one of men and whispered into his ears. His face betrayed incomprehension but swiftly nodded and proceeds to task.   The Grey seer stood upon the surveying his army as pride swelled within him. He attempts a grasp at the winds of magic. Gathering a small globe of energy in his hands, he blasted a slave pulling the cauldron. The rat expanded and contracted his eyes were red and was swelling to a point of bursting. Poxes and symptoms of diseases appeared on his skin. And soon the rat exploded leaving only a pile of bones producing putrid smells. “Faster, faster, quick, quick!” The Grey seer snarled as he lashed out with his whip. Suddenly, bells were rung and he knew they were being attack. Anger and rage boil within him as he wondered who dared an intrusion into his army. The frenzied monks broke of the ranks and gave chased towards their enemy. Shouting war cries and froth and phlegm’s dripped from their mouth. Quikchitter quickly cast a spell of vision, and so he could see clearly what was disturbing their flanks. The vision shifted in and out, blurring images and palpable ones. The spell stabled as he could see a horse running away from his army. “Stupid fools, its only a horse,” he spoke softly under his breath. A green light glowed madly on his fingers, sending the shadows dancing like a mad caper on the ground. He incanted the ancient words of his ancestors and unleashed a streak of green lighting towards the escaping horse. Reducing it into a pile of dust. The blood frenzied monks gave up as they saw there was nothing to kill and hurried back to bolster the ranks of the army.       A boyish smile appeared on his face as he savors the victory. “ Well done men.” Lysandros spoke softly but just enough for the elves to hear.          "
3429420,male,15,Student,Aquarius,"23,May,2004","       The young elf ducked as a blade shimmered past, at the same time lashing out and hamstringing his brutish foe. The orc gave a deafening roar and fell to the ground like a huge tree shaking the ground. The thin elf stepped aside nimbly, avoiding the collapsing bulk. Drawing his dagger, he bent down and delivered the killing blow.  The champion looked up from the dead body and saw that his comrades weren’t doing so well. Many of them had fallen before the orcish onslaught. He knew any moment from now would mean life and death. He raced with elegant steps across the slaughter ground avoiding the corpses on the ground.   “To me!” Mansuetus commanded as he raises his sword high so everyone could see. Within minutes the elves formed a circle around him raising their spears high threatening anyone who comes within a metre length. He surveyed his disciplined soldiers proudly. The well-trained elves did not fail him. A few orcs made a daring attempt trying to carve its way through but only ended but with spears through his torso. “ Hold! Elves and you would live. Expect no quarters, for you would give them none!” The leader bellowed and every elf shouted in a single tone.” Hundred of orcs surrounded them waiting for a hole the defenses. A few orcs again made daring attempts but soon ended up dead. It seems the orcs weren’t as patient, Mansuetus thought as a smirk appeared on his face. “ On my command, you would send this brutes to wherever they came from!” He shouted a command in the ancient language to the crossbowmen. The crossbowmen loaded their crossbow and nodded in understanding.  Finally the orcs patient was at an end, the green skins roared and shouted war cries in their primitive language. “Now!” the champion signaled and spears was leveled to the eye and sound of crossbows unleashing death. This was what he savored every moment as the orcs lumbered into the wall of spikes. Steel met steel, blood splattered everywhere and sound of screams and shouts filled the air. “ Fight on my elves and fight well for this day you will replenish the blood within your armors!” Mansuetus charged in fray of combat, slashing and hacking as he went. An orc twice the shoulder length of him and was the largest orc he had ever seen. The massive orc bawled a challenge, and was quickly answered.   Through the visor he stare into the eye of his foe trying to anticipate his every move. The orc wield his axe menacingly and gave an evil laughter. “Fle’ be fo  ma, da wil‘ na de fet ma.” His voice boomed loudly as he made his unstoppable assault. Mansuetus parried with every ounce of strength and speed he could muster. Strands of hair flew as he avoided the humongous axe only by an inche. He saw an opening and made a riposte attack only to see his blade bouncing harmlessly off the orc tough hide. What would appear a grin appeared on the orc ugly face. Beads of perspiration dripped down his delicate face. He was panting heavily and he felt he could not hold off the assault anymore. His bones ache like a rusty mechanism. His green skin foe seems to be tireless only to be laughing and fighting. Fear gripped him like a vice.  Darkness descended. His eyes were wide opened, he groaned in pain. Blood streamed down from his open wound. Every strands of strength was sapped away from him, he could no longer feel his legs, and his limbs were drained. He dropped his axe and crashed into the ground. Mansuetus took moments to realize that a shadowy figure was at the standing at the back of the orc general. He wanted to laugh at the moment but could not. From the shadows came a calmed voice, “Thou have done well Mansuetus, champion of fifth regiment of the Shadow Warriors.” Only to realized he was the assassin, whom his general had spoken well of Mansuetues made a courtly bow and said, “ I thank thee for thine compliment for if thou wouldst have saved me, and I wouldst have fallen to these cursed orcs.”  “The battle is over, assemble the elves and have them report back to the camp immediately,” he spoke softly.  Mansuetus nodded and said, “Yes, my lord.”        Mansuetus walked into his simple house, he took off his armour and took his scabbard and hang it by the side. “Mansuetus! You are finally home I was so worried about you.” Mliara said excitedly as tears swelled in her eyes. She was a beautiful woman, with striking features and fine figure. She ran over to embrace him, and kissed him deeply. Fatigue of the battle and heat of love conflict, and he spoke softly, “I missed you greatly, but I am tired now I wish to rest.” He gave a reassuring smile and wiped the tears softly away from her face. “I have prepared your clothing and when you have finish bathing, we can have a good feast tonight.” He took up his fresh clothing and walked over to the river.   He could see the clear water flowing gushing down the endless river. The wind blew softly and the leaves rustled. He stripped off his bloodstained tunic and entered the refreshing water. He rested on the rocks by the riverbank and enjoys the peaceful and soothing ambience. Life was too perfect for a moment he had a caring and lovely wife and recently he was promoted to captain of his regiment. The extra income would provide a better life for his wife and he himself. He opened his eyes lazily not knowing for how long he had slept. Suddenly sound of splashing water made him jumped to his feet. He quickly put on the robes his wife had sewn for him and with drew the dagger in his boots. He sneaked among the bushes, his natural talents made him moving like a cat, among the bushes. He crouched down and to his horror he saw bands of men dressed in barbaric helms and leather clothing wading through the river.   He quickly made his way back to his house and put on his battle equipment. He and his wife quickly made their way out of the house. Every second lost would mean life and death. They ran as fast as their legs could carry them. Suddenly shouts could be heard. Mansuetus heart raced, as he knew the enemy had spotted them. Mliara tripped on a piece of rock and fell, blood was spotted on her knees. “Mliara!” shouted the battle-trained warrior.   “I can..not…..go on any fur..ther, Mansuetus you must…carry on!” she slurred as tears burst forth from her.   “My love I cannot go on without you, if we must die we must die together.” He ran back and carries her on the back. “You cannot run fast enough if you would carry me, they would soon catch up with us.” Perspiration streamed down his face, muscles tensed as he ran with all his might. Sound of his pursuers came closer and closer; he knew with every step they make they would be one more step towards the city. The chaos men were coming closer and closer. He fought on against the endless tide. What would have seemed forever, he thought ended with a loud thud sound. Droplets of blood glittering in the sun spurted forth. Grief and sorrow overwhelmed him. He stopped and slowly put her down by the side of a tree. An arrow protruded through her chest. “I’m sorry my loved one,” she said drawing all the energy within her. Her eyes closed and he knew she was dead. He gripped his sword and there was a glint of madness in his eyes. Blood course through his veins. He invoked the name of Khaine and turned around to face the chaos worshippers. A muscular man held a bow in his hand and smiled, happy that he had shot the target but soon his smile was gone as he head rolled off to the ground.   Mansuetus, captain of fifth regiment of the Shadow Warriors fought with frenzy and hatred. He was cutting left and right beheading anyone who come within the tip of his blade. The chaos worshippers soon learn to fear him, they surrounded him and no one dared to attempt an attack. He glared menacingly at his foes, if it was as if just a look of his eyes to even cause fear in the heart of a stout dwarf. He swings his blade in a sinister way. Light danced off from his blood-forged armour, the runes on his sleeves glowed brightly. Instead of waiting he lunged forward skewering the groin and hamstringing another. More chaos men formed up around him. Only rage and sorrow were gushing through him. In his eyes he knew no fear. Regardless of his own life he charged into the tide. Hacking and slashing and hewed a path though the chaos men. But slowly he was overwhelmed no matter how fast he could dodge or strike he was unable to. The chaos men swarmed down on him and held him tightly. He roared in rage and bit his teeth into his tongue the sweet taste of blood filled his mouth. Veins were bulging up as he struggled frantically.   A group of elves charged into the fray and it was all too much for the chaos worshippers. They turned and fled ignoring leaving their weapons on the ground. Mansuetus lay on the ground filled with cuts and bruises. A huge scar was evidently marked on his armour only missing his flesh only by a few inche. His eyes were vacant; he felt life has no meaning with the death of his wife. “We spotted this band after a few peasants had sounded the alarm. We apologies for the late arrival.” The leader’s words contained sympathy and fear. He ordered two of his men to aid him to stand. Their faced betrayed irritation as they tried to push it back. Mansuetus staggered across to his wife and knelt beside her. Tears swelled in his eyes, as he buried his head in his wife hair. “ Please wake up my love, I beg of you.”           "
3429420,male,15,Student,Aquarius,"23,May,2004","       Friends are like ships Anchored their lines by the harbor Each secrete their own goods Revealing only the hull Whether they bring wealth or disasters Cannot be foretold Some anchored for long others drift into the vast empty seas Some grow stale and become constant companions          "
